BEGGIO, Bernardino;;
BEGHELLI, Marco;;
BEGHIN, Tom;;
BEGONHA, A.;;
BêHAR, Pierre;;
BEHAULT, Ernest de;BêHAULT, Ernest Joseph Raymond de;
BêHAULT, Ernest Joseph Raymond de;;
BEHNKE, Emil;;
BEHR, Franz;;
BEHREND, Siegfried;;
BEICKEN, Suzanne J.;;
BEIER, Franá.;;
BEIRENS, Louis;;
BEIRENS, Maarten;;
BEIZAI, Siavash;;
BEKKER, Paul;;
BELA, K.;;
BELANGER, M.r;;
BELAREY, Serge;;
BELL, Craig;;
BELL, Graeme;;
BELL, Mikel;;
Bellairs, Ralph H.;;
BELLENS, Jozef;;
BELLERMANN, Friedrich;;
BELLERMANN, Heinrich;;
BELLESSA, Laure;;
BELLI, Domenico;;
BELLI, Lazaro Venanzio;;
BELLIARD, Z.;;
BELLINI, V.;BELLINI, Vincenzo;
BELLINI, Vincenzo;;
BELLMAN, Carl Michael;;
BELLOLI, Agostino;;
BELLUGOU, Henri;;
BELMANS, Raf;;
BELORUSETS, I.;;
BELOTTI, Michael;;
BELOWSKI, A.;;
BELPAIRE, M. E.;;
BELSA, Igor Fjodorowitsch;;
BELSKY, Vladimir;;
BELTRAN AVILA, Jose;;
BELTRANDO, Sylvie;;
BELTRANDO-PATIER, Marie-Claire;;
BEMBERG, H.;BEMBERG, Henri;
BEMBERG, Henri;;
BEMD, Gerard van den;;
BEMERS, Piet;;
BEMETZRIEDER, Anton;;
BEMMANN, Helga;;
BEMPêCHAT, Paul-AndrÇ;;
BEN SLUIJS QUARTET;;
BEN-HAIM, Paul;;
BENATI, Chiara;;
BENATTI, Vincenzo;;
BENATZKY, Ralph;;
BENAVIDES, Ana;;
BENCINI, Pietro Paolo;;
BENCRISCUTTO, Frank;;
BENDA;;
BENDA, Franz;;
BENDA, Friedrich;;
BENDA, Georg;;
BENDA, Giorgio;BENDA, Georg;
BENDA, Jiri Antonin;;
BENDA, Joseph;;
BENDEL, Franz;;
BENDEL, Hansjîrg;;
BENDELARI, Auguste;;
BENDER, Adam-Joseph;;
BENDER, C.;BENDER, Constantin;
BENDER, Constantin;;
BENDER, J.;;
BENDER, Valentin;;
BENDINELLI, Agostino;;
bendusi, francesco;;
BêNECH, Louis;;
BENEDETTI, Pietro;;
BENEDETTO, Marcello;;
BENEDICT, Giulio;;
BENEDICT, Jules;;
BENEDICT, Julius;;
BENEDIKT, Erich;;
BENETTI, Didier;;
BENEVOLI, Orazio;;
BENIOT, Charles de;;
BENJAMIN, Arthur;;
BENJAMIN, George;;
BENNERT, Julius-Eduard;;
BENNET, Richard Rodney;;
BENNET, William Sterndale;;
BENNETT, Joe;;
BENNETT, John;;
BENNETT, John R.;;
BENNETT, Richard Rodney;;
BENNETT, William Sterndale;;
BENOIST, Claire;;
BENOIT;;
BENOIT Peter;;
BENOIT, Camille;;
BENOIT, Marcelle;;
BENOIT, Paul;;
BENOIT, Peter;;
BENO◊T-JEANNIN, Maxime;;
BENT, Ian;;
BENT, Margaret;;
BENTON, Rita;;
BENTZON, Jorgen;;
BENTZON, Niels Viggo;;
BENVENUTI, Giacomo;;
BEON, Alexandre;;
BêRANGER, Pierre Jean de;;
BERARD, Sabine;;
BERARDI, Angelo;;
BERAT, FrÇd.;BêRAT, FrÇdÇric;
BêRAT, FrÇdÇric;;
BêRAULT, Jean-Baptiste;;
BERBERG , H.;;
BERBERIAN, Cathy;;
BERBIGUIER, Antoine Tranquille;;
BERBIGUIER, T.;BERBIGUIER, Antoine Tranquille;
BERENDT, Joachim Ernst;;
BERENGUIER, E.;;
BERERKING, Willy;;
BERESFORD, Steve;;
BERETHS, Gustav;;
BERETTI, Pietro;;
BEREZOWSKY, Nicolai;;
BERG, Alban;;
BERG, Conrad;;
BERG, Daniel;;
BERG, Gottfrid;;
BERG, RenÇ;;
BERGAMO, Davide da;;
BERGAMO, John;;
BERGANZA, Teresa;;
BERGê, Pieter;;
Berger;;
BERGER, Arthur;;
BERGER, Daniel;;
BERGER, Edward;;
BERGER, Ludwig;;
BERGER, Rodolphe;;
BERGER, Roman;;
BERGER, Theodor;;
BERGER, Vilhelm Peterson;;
BERGER, Wilhelm;;
BERGER, Wilhelm Georg;;
BERGER, Yvon;;
BERGERRE, Alexandre;;
BERGHMANS, JosÇ;;
BERGMAN, Borah;;
BERGMAN, Erik;;
BERGMANN, Friedrich;;
BERGMANN, ROBERT;;
BERGMANS, C.;;
BERGMANS, Paul;;
BERGMANS, Simone;;
BERGONIE, J.;;
BERGONZI, Benedetto;;
BERGONZI, Jerry;;
BERIO DI SALSA, Francesco;;
BERIO, Luciano;;
BêRIOT, Ch., de.;BêRIOT, Charles-Auguste de;
BERIOT, Charles de;BêRIOT, Charles-Auguste de;
BêRIOT, Charles-Auguste;BêRIOT, Charles-Auguste de;
BERKELEY, Lennox;;
BERKELEY, Michael;;
BERKES, K†lm†n;;
BERKHOUT, Cornelius;;
BERKING, Willy;;
BERLIN, Irving;;
BERLINER, Paul F.;;
BERLIOZ, Hector;;
BERLIOZ, Henri;BERLIOZ, Hector;
BERLOT, Elisa;;
BERLOT, Louis-Joseph;;
BERMBACH, Udo;;
BERN, Ben;;
BERNABEI, Ercole;;
BERNAGE, S.;;
BERNAOLA, Carmelo;;
BERNARD , R.;;
BERNARD, Anne;;
BERNARD, Emile;;
BERNARD, FÇlix;;
BERNARD, Jean-Jacques;;
BERNARD, Jeanne;;
BERNARD, l'abbÇ LÇon;;
BERNARD, Paul;;
BERNARD, R.;;
BERNARDI, Stefano;;
BERNARDIN, N.-M.;;
BERNARDS, B.;;
BERNASCONI, Andrea;;
BERNAUD, Alain;;
BERNDT, Alfred Ingemar;;
BERNER, Alfred;;
BERNET KEMPERS, Karel Philippus;;
BERNET, Dietfried;;
BERNHARDT, Dr. J.W.;;
BERNICAT, F.;;
BERNIER, F.;;
BERNIER, RenÇ;;
BERNLEF, J.;;
BERNOLD, Philippe;;
BERNOULLI, Eduard;;
BERNSTEIN, Leonard;;
BERNSTEIN, Seymour;;
BERNSTEIN, Susan;;
BERR, FrÇdÇric;BERR, Friedrich;
BERR, Friedrich;;
BERR, J. Ennäs;;
BERR, P.;;
BERRENS, Albert;;
BERRY, Georges;;
BERRY, Walace;;
BERSOUILLI, GÇrard;;
BERSTEL, BÇatrice;;
BERT, Pol;;
BERTALI, Antonio;;
BERTALOTTI, A.;BERTALOTTI, Angelo Michele;
BERTALOTTI, Angelo;BERTALOTTI, Angelo Michele;
BERTALOTTI, Angelo Michele;;
BERTAULT;;
BERTê, Henri;;
BERTEAU, Martin;;
BERTELS, Kurt;;
BERTHE, J.;;
BERTHOMIEU, Marc;;
BERTINI, Abatte Giuseppe;;
BERTINI, Henri;;
BERTOLAZZI, B.;;
BERTOLI, Bruno;;
BERTOLINI, P.;;
BERTOLOTTI, A.;;
BERTON;;
BERTON, F.;;
BERTON, H.M.;BERTON, Henri-Montan;
BERTON, Henri- Montan;BERTON, Henri-Montan;
BERTON, Henri-Montan;;
BERTON-BLIVET, Nathalie;;
BERTONI, Ferdinando;;
BERTOUCH, Georg von;;
BERTOUILLE, GÇrard;;
BERTRAND, G.;;
BERTRAND, Gustave;;
BERWALD, Fr;BERWALD, Franz;
BERWALD, Franz;;
BERWALD, Johann Friedrich;;
BESANCON;;
BESS, Jack;;
BEST, William Thomas;;
BETBEZE, Francis;;
BETHIZY, Jean- Laurent de;;
BETHUME, G.;;
BETRANCOURT, LÇon;;
BETTA, Marco;;
BETTENHAUSSEN, F. Van;;??
BETTENHAUSSEN, Fred;;??
BETTERMANN, Silke;;
BETTINGER, Sven-Claude;;
BETZ, Albert;;
BEUGER, Antoine;;
BEUGNIOT, Jean-Perre;;
BEUL, Arthur;;
BEULE, Charles-Ernest;;
BEUMER, Dyma;;
BEUMER, H.;;
BEUNENS, Dona;;
BEURDEN, Bernard van;;
BEURHAUS, Friedrich;;
BEUVING, Anton;;
BEVAN, Tony;;
BEYDTS, Louis;;
BEYEN, Roland;;
BEYENS, Gerd;;
BEYER, F.;BEYER, Ferdinand;
BEYER, Ferdinand;;
BEYER, Frank Michael;;
BEYER, Gustave;;
BEYER, Michael;;
BEYLE, Henri;;
BEYLS, Edward;;
BEZZENBERGER, Adalbert;;
BIALAS, GÅnter;;
BIANCHI,;BIANCHI;
BIANCHI, Francesco;;
BIANCHI, Oscar;;
BIANCONI, Lorenzo;;
BIBER, Heinrich Ignaz Franz;BIBER, Heinrich Ignaz Franz von;
BIBER, Heinrich Ignaz von;BIBER, Heinrich Ignaz Franz von;
BICKNELL, Stephen;;
BIEBER, A.;;
BIEBER, E.;;
BIEL, Michael Von;;
BIEREY, G. B.;;
BIESEMANS, Janpieter;;
BIESEMANS, Valentijn;;
BIEVILLE;;
BIEZEN, Jan van;;
BIGAGLIA, Diog.;BIGAGLIA, Diogenio;
BIGAGLIA, Diogenio;;
BIGATTI;;
BIGET, Arlette;;
BIGET, Pierre-Alain;;
BIGNAMI, Luigi;;
BIGOT;;
BIGOT, Eugäne;;
BIGOTEL, C. H.;;
BIJKERK, Lia;;
BIJVANCK, Henk;;
BIKKEMBERGS, Kurt;;
BILL, V.;;
BILLARD, Ed.;;
BILLE, J.-P.;;
BILLI, Vincenzo;;
BILLIARD, J.P.;;
BILLIET, Edgard;;
BILLIET, Jeroen;;
BILLINGTON, Elisabeth Weichsel;;
BILLINGTON, Thomas;;
BILLONI, Santiago;;
BILQUIN, Fr.;;
BILTEREYST, Daniâl;;
BINDER, Carl;;
BINDER, Christlieb Siegmund [?];;
BINET, FrÇdÇric;;
BINET, Jean;;
BINGE, Ronald;;
BINGHAM, George;;
BINGHAM, Judith;;
BINGHAM, Ruth O.;;
BINGLEY, William;;
BINON, Jean;;
BINSTOK, Michel;;
BINX, Max;;
BIORDI, Paolo;;
BIRCH-PFEIFER;;
BIRCKENSTOK, Johann Adam;;
BIRKENKôTTER, Jîrg;;
BIRKNER, GÅnter;;
BIRO, Adam;;
BIRTWISTLE, Harrison;;
BISCHOF, Rainer;;
BISCHOFF, Eugäne;;
BISCHOFF, Hans;;
BISCHOFT, F.;;
BISHOP, Henry R.;;
BISIO, Michael;;
BITHORN, Willi;;
BITSCH, Marcel;;
BITTER, C.H.;BITTER, Carl Hermann;
BITTER, Carl Hermann;;
BITTI, Martino;;
BIX, Edouard;;
Bizet, George;BIZET, Georges;
BIZET, Georges;;
BIZIEN, Emmanuelle;;
BJORGVINSDOTTIR THORA, Helga;;
BJORKVOLD, Jon-Roar;;
BJORNSSON, Arni;;
BLACHER, Boris;;
BLACKBURN, Johnny;;
BLACKWELL, David;;
BLACKWELL, Otis;;
BLACKWOOD, John;;
BLADES, James;;
BLAES, Edward;;
BLAES, J.;;
BLAINVILLE, Charles - Henri;;
BLAKE, Benjamin;;
BLAKE, David;;
BLAKE, Howard;;
BLAMONT, Franáois Collin de;;
BLANC, Adolphe;;
BLANC, Claudius;;
BLANC, J.;;
BLANCHARD, Roger;;
BLANCHET, E. R.;BLANCHET, êmile-Robert;
BLANCHET, êmile-Robert;;
BLANCHINUS, Franc.;;
BLANDEAU, A.L.;;
BLANGENOIS, Jules;;
BLANGINI, F.;BLANGINI, Felice;
BLANGINI, Felice;BLANGINI, Felice;
BLANGINI, Felici;BLANGINI, Felice;
BLANKEN, Christine;;
BLANKENBURG, H. L.;;
BLANKERS, Silke;;
BLANQUER, Amando;;
BLASERNA, P.;;
BLASIUS, Leslie David;;
BLATT, F.T.;;
BLéTTERMANN, H.;;
BLAUKOPF, Kurt;;
BLAVET, Michel;;
BLAZE DE BURY, Henri;;
BLAZEKOVIC, Zdravko;;
BLAZHEVICH, Vladislav;;
BLEIN, le Baron;;
BLESH, Rudi;;
BLET, Stephane;;
BLEY, Pascal;;
BLEYENBERG, Bob;;
BLICHMANN, Diana;;
BLISS, Arthur;;
BLITZ , Edouard E.;;
BLIVET, Jean-Pierre;;
BLOCH, AndrÇ;;
BLOCH, Augustyn;;
BLOCH, Ernest;;
BLOCH, Ernst;BLOCH, Ernest;
BLOCK, Adrienne Fried;;
BLOCK, Geoffrey;;
BLOCKWITZ;;
BLOCKX, Jan;;
BLODEK, VilÇm;;
BLOEMENDAL, Hans;;
BLOK, Vladim;;
BLOKLAND, Adriaan;;
BLOMENKAMP, Thomas;;
BLONDAT;;
BLONDAT, M.r;;
BLONDEAU, A.L.;;
BLONDEAU, M.r;BLONDEAU, Mr.;
BLONDEEL, Jean;;
BLONDIAU-DURIEU, H.;;
BLOOM, Louis;;
BLOOM, Peter;;
BLOOTHOOFT, G.;;
BLOW, John;;
BLUES, Dany;;
BLUM, Charles;;
BLUM, N.;;
BLUM-HEIDER;;
BLUME, Friedrich;;
BLUMENBERG, Heike;;
BLUMENFELD, Aaron;;
BLUMENFELD, Harold;;
BLUMENTHAL, Daniel;;
BLUMENTHAL, Jacques;;
BLUMENTHAL, Josef von;;
BLUMENTHAL, Joseph de;;
BLöTHNER, Jul.;;
BOALCH, Donald H.;;
BOBANNO, Gioachino;;
BOBI FRUTOS, Laia;;
BOBÿLEV, L.;;
BOBO, Kevin;;
BOBROWICZ, Jan Nepomucen;;
BOCAGE, P.;;
BOCCADORO, Carlo;;
BOCCHERINI, Luigi;;
BOCHSA, Nicolas Charles;;
BOCHSA, Robert Nicolas Charles, le fils;;
BOCK, Jerry;;
BOCKHOLDT, Rudolf;;
BOCKMAIER, Claus;;
BOCQUET, Roland;;
BODART, Jean;;
BôDDECKER, Phillip Jacob;;
BODIN, Thierry;;
BODLEY, Se¢irse;;
BODOÿRA, P.;;
BODYCOMBE, A.;;
BOECK, Dieter;;
BOECKAERTS, H.;;
BOEHE, Ernst;;
BOEHM, ThÇobald;;
BOEHME, DÇsirÇ;;
BOEHME, E.E.H.;;
BOEHNER, Ludwig;;
BOEIJEN, Karel;;
BOEKE, Jan;;
BOEKEL, Meinert;;
BOELAERD, Charles;;
BO”LLMANN L.;;
BOELLMANN, L.;;
BO”LLMANN, LÇon;;
BOELMANN, LÇon;;
BO”LY, Alexandre Pierre Franáois;;
BOENDERS, Frans;;
BOER, Hiepko H.;;
BOEREBOOM, Marcel;;
BOERS, Walter;;
BOESMANS, Philippe;;
BO”SSET, Antoine;;
BOETHIUS, Anicius Manlius Severinus;;
BOETIUS,;BOETIUS;
BOGAERT, Frans;;
BOGAERT, Karel;;
BOGAERTS, abbÇ P.C.C.;;
BOGAERTS, Le R.P. Jacques;;
BOGAERTS, Victor;;
BOGAEVSKOIJ, A.;;
BOGµR, Istv†n;;
BOGDANOVIC, Dusan;;
BOGHEN, Felice;;
BOGHOSSIAN, Irma;;
BOHDANOWICZ, Bazyli;;
BOHLMAN, Henri;;
BOHLMANN, Philip V.;;
BOHM;;
BôHM, Carl;BôHM, Karl;
BOHM, Charles;BôHM, Karl;
BôHM, Georg;;
BôHM, Karl;;
BôHME, Franz M.;;
BOHMER;;
BôHMER, Karl;;
BOHN, Emil;;
BOIELDIEU;;
BOIELDIEU, Adrien;;
BOIELDIEU, Franáois Adrien;BOIELDIEU, Franáois-Adrien;
BOIELDIEU, Franáois-Adrien;;
BOIS, Jules;;
BOISITS, Barbara;;
BOISMORTIER, Joseph Bodin de;;
BOISSELOT, Dominique-Franáois-Xavier;;
BOISSELOT, X;;
BOISSIERE, F.;BOISSIERE, FrÇdÇric;
BOISSIERE, FrÇdÇric;;
BOISSONNAS;;
BOITO, Arrigo;;
BOIVIN, Philippe;;
BOIZARD, Gilles;;
BOJANOWSKI, Paul von;;
BOL, Hans;;
BOLAND, Fulgence;;
BOLAND, Robert;;
BOLCOM, William;;
BOLDEMANN, Laci;;
BOLING, Mark E.;;
BOLIVAR RUIZ, Ignacio;;
BOLL, AndrÇ;;
BOLLER, Carlo;;
BOLLING, Claude;;
BOLLINGER;;
BOLLIOUD VON MERMET;;
BOLS, Jan;;
BOLZ, Harriett;;
BON, AndrÇ;;
BON, Anna;;
BONA, Giovanni;;
BONA, P.;;
BONANNO, G.;;
BONAVIA HUNT, H.G.;;
BOND, Carrie Jacobs;;
BONDS, Margaret;;
BONELLI, Ettore;;
BONESI, Benedetto;;
BONFORT, C.;;
BONGRAIN, Anne;;
BONHOMME, l'abbÇ Jules;;
BONI, Pietro Giuseppe Gaetano;;
BôNICKE, H.;;
BONINCONTRO, G.;;
BONINI, Severo;;
B‡NIS, Ferenc;;
BONIS, Mel;;
BONIZZI Vicenzo;;
BONKAIN, Dominique;;
BONNAL, J. Ermend;;
BONNARD, Alain;;
BONNE, Frans;;
BONNEAU, Paul;;
BONNEL, Meg;;
BONNEN, Dietmar;;
BONNER;;
BONNET, Guy;;
BONNET, Jean-Baptiste;;
BONNIER, Pierre;;
BONNO, Giuseppe;;
BONOMO, Girolamo;;
BONONCINI, Antonio;BONONCINI, Antonio Maria;
BONONCINI, Antonio Maria;;
BONONCINI, G.;;
BONONCINI, Giovanni;;
BONONCINI, Giovanni B.;BONONCINI, Giovanni Battista;
BONONCINI, Giovanni Battista;;
BONONCINI, Giovanni Maria;;
BONPORTI, Francesco Antonio;;
BONSON, Manfred;;
BONTEMPI, Giovanni Andrea;;
BONVOISIN, Joseph;;
BONVOISIN, T.;;
BONZANINI, Giacomo;;
BONZON, Claude;;
BOOGAERTS, Frans;;
BOOMKENS, RenÇ;;
BOON, Ronald;;
BOONE, Albert;;
BOONE, Hubert;;
BOONE, L.;;
BOOREN, Jo van den;;
BOORMAN, Stanley;;
BOOTH, Frank;;
BOOTH, Victor;;
BOPAPE, R.;;
BORAGNO, Pierre;;
BORBONE, Roberto;;
BORCHARD, Beatrix;;
BORCHERT, Walter;;
BORCHMANN, Johann Friedrich;;
BORCHMEYER, Dieter;;
BORCK, Edmund von;;
BORDES Ch.;BORDES, Charles;
BORDES, Charles;;
BORDäSE, Louis;BORDESE, Luigi;
BORDESE, Luigi;;
BORDET, Toussaint;;
BORDIER, Jules;;
BORDOGNI, Marco;;
BORETZ, Benjamin;;
BORGHI, Lewis;;
BORGHI, Luigi;;
BORGIR, Tharald;;
BORGMANN, Thomas;;
BORKOVEC, Pavel;;
BORN, Sigrid;;
BORNE, Franáois;;
BORNEMANN;;
BORNHARDT, Johan Heinrich Karl;;
BORNSTEIN, Andrea;;
BORNSTEIN, W. G. S.;;
BORODIN, Aleksandr;BORODIN, Aleksandr Porfir'yevich;
BORODIN, Aleksandr Porfir'evic;BORODIN, Aleksandr Porfir'yevich;
BORODIN, Alexander;BORODIN, Aleksandr Porfir'yevich;
BORODINE, A.;BORODIN, Aleksandr Porfir'yevich;
BORODINE, Alexandre;BORODIN, Aleksandr Porfir'yevich;
BORREMANS, Helen;;
BORREMANS, Jules;;
BORRESEN, Hakon;;
BORRIS, Siegfried;;
BORROFF, Edith;;
BORRONO DA MILANO, Pietro Paolo;;
BORTKIEWICZ,  Sergei;BORTKIEWICZ, Sergei;
BORTKIEWICZ, Sergei;;
BORTNIANSKY, Dmitry;;
BôRTZ, Daniel;;
BORY, Robert;;
BOS, Jo;;
BOSC, Auguste;;
BOSCHA, Nicolas Charles;;
BOSCHLOO, A.W.A.;;
BOSCHOT, Adolphe;;
BOSCOLO, Lucia;;
BOSE, Hans-JÅrgen von;;
BOSMANS, Wim;;
BOSQUET, Emile;;
BOSRET, N.;;
BOSSAERS, Louis;;
BOSSCHAART, Wout;;
BOSSE, Denis;;
BOSSELET, Ch.;;
BOSSEUR, Dominique;;
BOSSI, C. Adolfo;;
BOSSI, Enrico;;
BOSSI, Marco Enrico;;
BOSSINENSIS, Franciscus;;
BOSSLER Heinrich Philipp;BOSSLER, Heinrich Phlippe Carl;
BOSSLER, Heinrich Phlippe Carl;;
BOSSUYT, Ignace;;
BOSSUYT, Tijl;;
BOSTEELS, Laurette;;
BOSTEELS, Prosper;;
Bosworth;;
Bosworth & C¯;;XX
BOT, Maarten;;
BOTERMANS, Jean;;
BOTKIN, Perry;;
BOTREL, ThÇodore;;
BOTS, G. L.;;
BOTT, Gian Casper;;
BOTTAZZO, Luigi;;
BôTTCHER, Hermann F.;;
BôTTCHER, Martin;;
BOTTêE de TOULMON, A.;;
BOTTEGARI , Cosimo;;
BOTTESINI, Giovanni;;
BOTTURA, Giuseppe Carlo;;
BOTYAROV, Evgeniy;;
BOU, Vincens;;
BOUCHER, Maurice;;
BOUCHOT, FrÇdÇric;;
BOUCKAERT, Bruno;;
BOUCOURECHLIEV, AndrÇ;;
BOUHY, J.;;
BOUHY,J.;BOUHY, J.;
BOUILLON, Auguste;;
BOUILLON, Paul;;
BOUISSOU, Sylvie;;
BOULANGER , Lili;BOULANGER, Lili;
BOULANGER, Ed.;;
BOULANGER, Lili;;
BOULANGER, Nadia;;
BOULANGER, Richard;;
BOULDJOUA, Daniel;;
BOULEZ, Pierre;;
BOULTON, David;;
BOUQUIN, Annaãk;;
BOUR, Ch.;;
BOURDELOT;;
BOURDOIS;;
BOURGAULT- DUCOUDRAY L.A.;BOURGAULT-DUCOUDRAY, Louis-Albert;
BOURGAULT-DUCONDRAY, Louis-Albert;BOURGAULT-DUCOUDRAY, Louis-Albert;
BOURGAULT-DUCOUDRAY, L.A.;BOURGAULT-DUCOUDRAY, Louis-Albert;
BOURGAULT-DUCOUDRAY, Louis-Albert;;
BOURGEOIS, A.;;
BOURGEOIS, Derek;;
BOURGEOIS, Emile;;
BOURGERET, GÇrard;;
BOURGUIGNON, Francis de;;
BOURMAYAN, L.;;
BOURNE, Joyce;;
BOURNIQUEL, Camille;;
BOURNON, Charles;;
BOURNONVILLE, Armand;;
BOURTAYRE, Henri;;
BOUSQUET, Francis;;
BOUSQUET, L.;BOUSQUET, Louis;
BOUSQUET, Louis;;
BOUSQUET, N.;;
BOUSSIER, Maaike;;
BOUTE;;
BOUTE, Eugäne;;
BOUTELDJA, Pascal;;
BOUTHINON-DUMAS, Brigitte;;
BOUTMY,;BOUTMY;
BOUTMY, Guillaume;;
BOUTMY, Josse;;
BOUTMY, Laurent;;
BOUTMY, Laurent Franáois;;
BOUTRY, Roger;;
BOUTTERY, Jens;;
BOUVET, Charles;;
BOUWS, Jan;;
BOVET, Guy;;
BOVEY, Pierre-AndrÇ;;
BOWEN, York;;
BOWERS, Faubion;;
BOWIE, John;;
BOWLES, Edmund A.;;
BOWSHER, Stan;;
BOX, Elton;;
BOYCE, William;;
BOYD, Anne;;
BOYD, Malcolm;;
BOYER D'AGEN, A.;;
BOYER, Magali;;
BOYSSE, Ernest;;
BOYVIN, Jacques;;
BOZAY, Attila;;
BOZIC, Darijan;;
BOZZA, Eugäne;;
BRABANTS CONSERVATORIUM VOOR MUZIEK EN DANS;;
BRACCI;;
BRACCINI, Roberto;;
BRACHVOGEL, A.E.;;
BRACKEEN, Charles;;
BRACQUEMOND, Marthe;;
BRADE, William;;
BRADFORD, Johnny;;
BRADFORD, Scott;;
BRAEKMAN, Louis;;
BRAEKMAN, Willy L.;;
BRAGA, Antonio;;
BRAGA, G.;BRAGA, Gaetano;
BRAGA, Gaetano;;
BRAGARD, Annette;;
BRAGARD, Roger;;
BRAGG, Johnny;;
BRéHMIG, Bernhard;;
BRAHMS, J.;BRAHMS, Johannes;
BRAHMS, Johannes;;
BRAILOWSKY, Alexander;;
BRAINARD, Paul;;
BRAININ, Norbert;;
BRAL, Guido Jan;;
BRAMBACH, Wilhelm;;
BRANCA, Emilia;;
BRAND, Ben;;
BRAND, Oscar;;
BRANDENBURG, Irene;;
BRANDL, Johann Evangelist;;
BRANDSTETTER, Oscar;;
BRANDT, F.;;
BRANDT, J. J.;;
BRANDT, William;;
BRANDTS BUYS, Hans;;
BRANDTS BUYS, Jan;;
BRANDTS BUYS, Marius A.;;
BRAS, Jean-Yves;;
BRASCH, C.;;
BRASSBAND UNION BUIZINGEN;;
BRASSENS, Georges;;
BRASSIN, Louis;;
BRAUBACH, Max;;
BRAUEL, Henning;;
BRAULT, L.;;
BRAUN, Gerhard;;
BRAUN, Jan;;
BRAUN, Johann Georg Franz;;
BRAUN, JÅrgen;;
BRAUN, Werner;;
BRAUN, Wilhelm Th. Joh.;;
BRAUNBEHRENS, Volkmar;;
BRAUNER, JÅrgen;;
BRAUNFELS, Michael;;
BRAUNFELS, Walter;;
BRAUNGARDT, Fr.;;
BRAVNICAR, Matija;;
BRAXTON, Anthony;;
BRAXTON, Anthony conductor;BRAXTON, Anthony;
BRAZIER, N.;;
BREATNACH, Mary;;
BREBBIA, Daniel;;
BREDEMEYER, Reiner;;
BREDERO, Gerhard Adriaensz.;;
BREE, Johannes Bernardus van;;
BREE, Malwine;;
BREHY, Petrus Hercules;;
BREIG, Werner;;
BREITFELD, Claudia;;
BREITHAUPT, Rudolf;;
BREITKOPF, Johann Gottlob Emmanuel;;
BREITNER, Karin;;
BREITNER, L.;;
BREL, Jacques;;
BREMAN, Paul;;
BREMER, Giovanni;;
BRENDEL, Alfred;;
BRENDEL, Fr.;;
BRENET, Michel;;
BRENET, ThÇräse;;
BRENGIER, E.;;
BRENGIER, Ernest;;
BRENNAN, John Wolf;;
BRENTA, Gaston;;
BREPSANT, Engebert;;
BREPSANT, Eug.;;
BRESCIANELLO, Giuseppe Antonio;;
BRESCIUS, Dr Hans von;;
BRESGEN, Cesar;;
BRETON, Richard;;
BRETON, Tomas;;
BRETONNIERE, V.;;
BREUER, Henr. Aug.;;
BREUNIG, Konrad;;
BREVAL, Jean Baptiste;BRêVAL, Jean-Baptiste;
BRêVAL, Jean-Baptiste;;
BREVILLE, Pierre de;;
BREWAEYS, Charles;;
BREWAEYS, Luc;;
BREWAEYS, Marie-Antoinette;;
BREWEE, Pierre;;
BREWIS, Bert;;
BRIAND, Maria;;
BRICCIALDI, Giulio;;
BRICQUEVILLE, E. de;;
BRICQUEVILLE, Eugäne de;;
BRIDGE, Franck;;
BRIDGE, Frank;;
BRIDGMAN, Harold;;
BRIFFAUX, J. B.;;
BRIGANTI, Sarah;;
BRIJON, M.;;
BRIMHALL, John;;
BRINCKMEIER,;;
BRINDUS, Nicolae;;
BRINER, Andres;;
BRINGS, Allen;;
BRINGUET-IDIARTBORDE, Ana Maria Helena;;
BRINK, Guido;;
BRINKMANN, Reinhold;;
BRINN' GAUBAST, Louis Pilate;;
BRINSMEAD, Edgar;;
BRIOLLE, Agnäs;;
BRION, Marcel;;
BRIOSCHI, Antonio;;
BRISCOE, James R.;;
BRISEBARRE;;
BRISEBARRE, E;;
BRISSE, HervÇ;;
BRISSON, Elisabeth;;
BRISTOW, George Frederick;;
BRITTEN, Benjamin;;
BRIVIO, Giuseppe Ferdinando;;
BRIXEL, Eugen;;
BRIXI, Frantisek Xaver;;
BROCCA, Ambrogio;;
BROCHOT, Nicolas;;
BROCKLER, Fred.;;
BROD, Henri;;
BRODBECK, David;;
BRODSKY, Nicholas;BRODSZKY, Nicholas;
BRODSZKY, Nicholas;;
BRODY, Alexandre;;
BRODZKY, Nicholas;BRODSZKY, Nicholas;
BROECKX, Jan;;
BROEDELET, W.;;
BROEKAERT, Roland;;
BROEKSTRA, Henk;;
Brogneaux;;
BROK, A. G. M. F.;;
BROM, Tom;;
BRôMEL, Rudolf;;
BROMHAM;;
BROMHAM, J. Katie;;
BROMURITE, N.;;
BRON, Edouard;;
BRONNE, Carlo;;
BRONNEMöLLER, Elias;;
BRONNENMEYER, Walter;;
BRONNER, Georg;;
BRONSART, Hans von;;
BROOK, Barry S.;;
BROOKMEYER, Bob;;
BROOKS, Arthur;;
BROOKS, Hadda;;
BROOKS, Harvey O.;;
BROOKS, John Benson;;
BROOKS, Shelton;;
BROOKS, Ted;;
BROOKS, Tim;;
BROOKS, William;;
BROONZY, William;;
BROQUA, Alfonso;;
BROSCHE, GÅnter;;
BROSCHI, Riccardo;;
BROSSARD, SÇbastien de;;
BROSSê, Dirk;;
BROSSETTE, Elodie;;
BROTONS, Salvador;;
